text,text_clean,issue_label,source
My phone was exposed to heavy rain and internal components failed.,my phone was exposed to heavy rain and internal components failed,Software issue,final_dataset
The touchscreen is unresponsive after an update.,the touchscreen is unresponsive after an update,Cracked screen,final_dataset
The dead pixels appeared after replacing the screen.,the dead pixels appeared after replacing the screen,Cracked screen,final_dataset
The speaker on my tablet stopped working.,the speaker on my tablet stopped working,Hardware issue,final_dataset
The power button on my smartwatch is not detected.,the power button on my smartwatch is not detected,Hardware issue,final_dataset
My laptop discharges while idle during standby.,my laptop discharges while idle during standby,Battery degradation,final_dataset
My phone operating system fails to boot during normal operation.,my phone operating system fails to boot during normal operation,Software issue,final_dataset
My laptop was crushed inside a bag and the display became damaged.,my laptop was crushed inside a bag and the display became damaged,Cracked screen,final_dataset
The speaker on my smartwatch works intermittently.,the speaker on my smartwatch works intermittently,Hardware issue,final_dataset
My laptop was dropped on concrete and the touchscreen stopped working.,my laptop was dropped on concrete and the touchscreen stopped working,Hardware issue,final_dataset
The dead pixels appeared after an update.,the dead pixels appeared after an update,Cracked screen,final_dataset
My phone was exposed to beach sand and internal components failed.,my phone was exposed to beach sand and internal components failed,Software issue,final_dataset
The brightness changes automatically during video playback.,the brightness changes automatically during video playback,Unknown,final_dataset
My smartwatch device enters a boot loop during file transfers.,my smartwatch device enters a boot loop during file transfers,Software issue,final_dataset
My phone loses battery health rapidly during normal use.,my phone loses battery health rapidly during normal use,Battery degradation,final_dataset
My tablet loses battery health rapidly while charging.,my tablet loses battery health rapidly while charging,Battery degradation,final_dataset
My tablet device enters a boot loop during normal operation.,my tablet device enters a boot loop during normal operation,Software issue,final_dataset
The USB port on my phone malfunctions during use.,the usb port on my phone malfunctions during use,Hardware issue,final_dataset
My tablet Bluetooth stops working during file transfers.,my tablet bluetooth stops working during file transfers,Software issue,final_dataset
My smartwatch device enters a boot loop after updating.,my smartwatch device enters a boot loop after updating,Software issue,final_dataset
My phone does not hold a charge during online meetings.,my phone does not hold a charge during online meetings,Battery degradation,final_dataset
My phone device restarts unexpectedly while charging.,my phone device restarts unexpectedly while charging,Software issue,final_dataset
The display shows vertical lines after an update.,the display shows vertical lines after an update,Cracked screen,final_dataset
My smartwatch had coffee spilled on it and random shutdowns started occurring.,my smartwatch had coffee spilled on it and random shutdowns started occurring,Water/Liquid damage,final_dataset
My laptop operating system fails to boot after updating.,my laptop operating system fails to boot after updating,Software issue,final_dataset
The dead pixels appeared during normal use.,the dead pixels appeared during normal use,Cracked screen,final_dataset
My phone drains quickly during normal use.,my phone drains quickly during normal use,Battery degradation,final_dataset
My laptop loses battery health rapidly while charging.,my laptop loses battery health rapidly while charging,Battery degradation,final_dataset
My smartwatch device enters a boot loop after rebooting.,my smartwatch device enters a boot loop after rebooting,Software issue,final_dataset
